State Test English Language Arts (ELA) Results 2015 to 2017,,,,,,ELA Overall Performance Levels,,,,,,,,Reading Literary Text Subscores,,,,Reading Information Subscores,,,,Vocabulary Subscores,,,,,Writing Expression Subscores,,,,Writing Conventions Subscores,,
School ID,Year,Test Name,# Students Tested,,Overall ELA Mean Scale Score,% Did Not Meet,% Partially Met,% Approached,% Met,% Exceeded,% Met or Exceeded,Reading Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,Writing Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded
610213,2015,ELA/Literacy Grade 5,49,,732,10.2%,28.6%,38.8%,22.4%,0.0%,22.4%,41,,40.8%,24.5%,34.7%,,40.8%,38.8%,20.4%,,36.7%,30.6%,32.7%,31,,30.6%,24.5%,44.9%,,28.6%,34.7%,36.7%
610216,2015,ELA/Literacy Grade 5,32,,723,18.8%,34.4%,25.0%,21.9%,0.0%,21.9%,39,,50.0%,31.3%,18.8%,,40.6%,40.6%,18.8%,,46.9%,28.1%,25.0%,29,,59.4%,21.9%,18.8%,,40.6%,25.0%,34.4%
610217,2015,ELA/Literacy Grade 5,62,,750,6.5%,14.5%,27.4%,50.0%,1.6%,51.6%,49,,24.2%,25.8%,50.0%,,22.6%,19.4%,58.1%,,25.8%,19.4%,54.8%,35,,25.8%,21.0%,53.2%,,14.5%,17.7%,67.7%
610218,2015,ELA/Literacy Grade 5,25,,738,4.0%,24.0%,40.0%,32.0%,0.0%,32.0%,45,,40.0%,12.0%,48.0%,,24.0%,32.0%,44.0%,,32.0%,20.0%,48.0%,32,,32.0%,28.0%,40.0%,,24.0%,28.0%,48.0%
610219,2015,ELA/Literacy Grade 5,79,,754,2.5%,12.7%,32.9%,45.6%,6.3%,51.9%,49,,13.9%,31.6%,54.4%,,20.3%,30.4%,49.4%,,21.5%,26.6%,51.9%,38,,12.7%,26.6%,60.8%,,7.6%,24.1%,68.4%
610220,2015,ELA/Literacy Grade 5,46,,759,4.3%,13.0%,26.1%,43.5%,13.0%,56.5%,52,,26.1%,17.4%,56.5%,,21.7%,17.4%,60.9%,,21.7%,30.4%,47.8%,38,,19.6%,13.0%,67.4%,,15.2%,13.0%,71.7%
610221,2015,ELA/Literacy Grade 5,35,,744,11.4%,5.7%,37.1%,42.9%,2.9%,45.7%,46,,25.7%,45.7%,28.6%,,20.0%,31.4%,48.6%,,25.7%,34.3%,40.0%,34,,17.1%,28.6%,54.3%,,20.0%,28.6%,51.4%
610223,2015,ELA/Literacy Grade 5,48,,723,14.6%,35.4%,33.3%,16.7%,0.0%,16.7%,39,,47.9%,25.0%,27.1%,,33.3%,50.0%,16.7%,,50.0%,29.2%,20.8%,28,,58.3%,25.0%,16.7%,,43.8%,35.4%,20.8%
610225,2015,ELA/Literacy Grade 5,31,,740,9.7%,22.6%,38.7%,29.0%,0.0%,29.0%,45,,32.3%,19.4%,48.4%,,35.5%,38.7%,25.8%,,25.8%,35.5%,38.7%,33,,32.3%,16.1%,51.6%,,25.8%,29.0%,45.2%
610226,2015,ELA/Literacy Grade 5,194,,734,13.9%,23.7%,32.0%,29.4%,1.0%,30.4%,43,,38.1%,27.8%,34.0%,,30.4%,33.5%,36.1%,,43.3%,19.6%,37.1%,31,,33.5%,32.0%,34.5%,,29.9%,30.4%,39.7%
610227,2015,ELA/Literacy Grade 5,127,,730,11.0%,30.7%,34.6%,23.6%,0.0%,23.6%,42,,42.5%,29.9%,27.6%,,36.2%,32.3%,31.5%,,36.2%,27.6%,36.2%,31,,43.3%,29.1%,27.6%,,28.3%,34.6%,37.0%
610228,2015,ELA/Literacy Grade 5,29,,724,20.7%,17.2%,44.8%,17.2%,0.0%,17.2%,38,,48.3%,27.6%,24.1%,,44.8%,34.5%,20.7%,,48.3%,20.7%,31.0%,29,,37.9%,34.5%,27.6%,,34.5%,20.7%,44.8%
610229,2015,ELA/Literacy Grade 5,65,,750,15.4%,12.3%,18.5%,43.1%,10.8%,53.8%,50,,27.7%,15.4%,56.9%,,27.7%,16.9%,55.4%,,27.7%,12.3%,60.0%,34,,32.3%,16.9%,50.8%,,23.1%,20.0%,56.9%
610230,2015,ELA/Literacy Grade 5,43,,769,0.0%,7.0%,9.3%,76.7%,7.0%,83.7%,55,,7.0%,9.3%,83.7%,,7.0%,20.9%,72.1%,,4.7%,32.6%,62.8%,40,,4.7%,14.0%,81.4%,,4.7%,7.0%,88.4%
610231,2015,ELA/Literacy Grade 5,56,,728,17.9%,32.1%,26.8%,23.2%,0.0%,23.2%,40,,44.6%,25.0%,30.4%,,50.0%,25.0%,25.0%,,50.0%,17.9%,32.1%,30,,42.9%,30.4%,26.8%,,35.7%,35.7%,28.6%
610234,2015,ELA/Literacy Grade 5,48,,728,18.8%,25.0%,31.3%,25.0%,0.0%,25.0%,41,,47.9%,16.7%,35.4%,,39.6%,33.3%,27.1%,,39.6%,22.9%,37.5%,29,,43.8%,31.3%,25.0%,,35.4%,35.4%,29.2%
610235,2015,ELA/Literacy Grade 5,95,,722,15.8%,38.9%,35.8%,9.5%,0.0%,9.5%,38,,51.6%,32.6%,15.8%,,51.6%,34.7%,13.7%,,47.4%,30.5%,22.1%,28,,47.4%,32.6%,20.0%,,38.9%,31.6%,29.5%
610237,2015,ELA/Literacy Grade 5,26,,738,11.5%,15.4%,34.6%,38.5%,0.0%,38.5%,44,,42.3%,23.1%,34.6%,,30.8%,34.6%,34.6%,,15.4%,42.3%,42.3%,33,,19.2%,38.5%,42.3%,,11.5%,34.6%,53.8%
610238,2015,ELA/Literacy Grade 5,31,,711,32.3%,45.2%,16.1%,6.5%,0.0%,6.5%,35,,77.4%,9.7%,12.9%,,67.7%,22.6%,9.7%,,48.4%,22.6%,29.0%,23,,80.6%,9.7%,9.7%,,61.3%,29.0%,9.7%
610239,2015,ELA/Literacy Grade 5,66,,729,18.2%,24.2%,36.4%,19.7%,1.5%,21.2%,42,,40.9%,28.8%,30.3%,,39.4%,31.8%,28.8%,,34.8%,34.8%,30.3%,28,,43.9%,30.3%,25.8%,,45.5%,28.8%,25.8%
610242,2015,ELA/Literacy Grade 5,42,,749,4.8%,19.0%,31.0%,38.1%,7.1%,45.2%,46,,26.2%,35.7%,38.1%,,26.2%,35.7%,38.1%,,35.7%,26.2%,38.1%,36,,21.4%,11.9%,66.7%,,23.8%,19.0%,57.1%
610246,2015,ELA/Literacy Grade 5,114,,740,7.0%,26.3%,27.2%,37.7%,1.8%,39.5%,45,,33.3%,28.1%,38.6%,,30.7%,32.5%,36.8%,,26.3%,24.6%,49.1%,33,,29.8%,26.3%,43.9%,,16.7%,30.7%,52.6%
610248,2015,ELA/Literacy Grade 5,57,,738,10.5%,19.3%,40.4%,24.6%,5.3%,29.8%,43,,35.1%,28.1%,36.8%,,29.8%,28.1%,42.1%,,43.9%,22.8%,33.3%,33,,33.3%,19.3%,47.4%,,17.5%,31.6%,50.9%
610249,2015,ELA/Literacy Grade 5,30,,747,0.0%,23.3%,33.3%,43.3%,0.0%,43.3%,47,,20.0%,36.7%,43.3%,,16.7%,40.0%,43.3%,,26.7%,13.3%,60.0%,35,,20.0%,33.3%,46.7%,,10.0%,46.7%,43.3%
610250,2015,ELA/Literacy Grade 5,37,,730,16.2%,29.7%,29.7%,24.3%,0.0%,24.3%,40,,51.4%,29.7%,18.9%,,32.4%,29.7%,37.8%,,45.9%,32.4%,21.6%,31,,37.8%,24.3%,37.8%,,37.8%,18.9%,43.2%
610251,2015,ELA/Literacy Grade 5,31,,732,9.7%,22.6%,41.9%,25.8%,0.0%,25.8%,43,,32.3%,29.0%,38.7%,,41.9%,25.8%,32.3%,,29.0%,38.7%,32.3%,31,,35.5%,32.3%,32.3%,,32.3%,38.7%,29.0%
610252,2015,ELA/Literacy Grade 5,34,,720,17.6%,38.2%,35.3%,8.8%,0.0%,8.8%,38,,58.8%,26.5%,14.7%,,52.9%,41.2%,5.9%,,50.0%,20.6%,29.4%,26,,55.9%,38.2%,5.9%,,50.0%,29.4%,20.6%
610254,2015,ELA/Literacy Grade 5,45,,718,24.4%,42.2%,15.6%,17.8%,0.0%,17.8%,37,,68.9%,11.1%,20.0%,,46.7%,35.6%,17.8%,,53.3%,20.0%,26.7%,27,,53.3%,31.1%,15.6%,,44.4%,40.0%,15.6%
610257,2015,ELA/Literacy Grade 5,38,,744,2.6%,21.1%,34.2%,36.8%,5.3%,42.1%,45,,34.2%,28.9%,36.8%,,15.8%,42.1%,42.1%,,31.6%,26.3%,42.1%,35,,23.7%,26.3%,50.0%,,21.1%,28.9%,50.0%
610263,2015,ELA/Literacy Grade 5,74,,711,32.4%,39.2%,27.0%,1.4%,0.0%,1.4%,35,,55.4%,31.1%,13.5%,,71.6%,24.3%,4.1%,,50.0%,33.8%,16.2%,22,,78.4%,18.9%,2.7%,,62.2%,28.4%,9.5%
610268,2015,ELA/Literacy Grade 5,37,,726,16.2%,24.3%,40.5%,18.9%,0.0%,18.9%,40,,40.5%,29.7%,29.7%,,56.8%,24.3%,18.9%,,40.5%,27.0%,32.4%,29,,40.5%,43.2%,16.2%,,27.0%,51.4%,21.6%
610269,2015,ELA/Literacy Grade 5,27,,733,11.1%,25.9%,29.6%,33.3%,0.0%,33.3%,42,,44.4%,29.6%,25.9%,,29.6%,18.5%,51.9%,,40.7%,22.2%,37.0%,31,,33.3%,37.0%,29.6%,,29.6%,40.7%,29.6%
610271,2015,ELA/Literacy Grade 5,43,,726,7.0%,39.5%,41.9%,11.6%,0.0%,11.6%,40,,48.8%,25.6%,25.6%,,44.2%,32.6%,23.3%,,44.2%,25.6%,30.2%,29,,58.1%,18.6%,23.3%,,37.2%,44.2%,18.6%
610274,2015,ELA/Literacy Grade 5,30,,715,33.3%,26.7%,30.0%,10.0%,0.0%,10.0%,36,,56.7%,26.7%,16.7%,,60.0%,26.7%,13.3%,,50.0%,23.3%,26.7%,25,,63.3%,23.3%,13.3%,,43.3%,40.0%,16.7%
610276,2015,ELA/Literacy Grade 5,20,,705,50.0%,25.0%,25.0%,0.0%,0.0%,0.0%,33,,60.0%,40.0%,0.0%,,70.0%,25.0%,5.0%,,65.0%,20.0%,15.0%,22,,85.0%,15.0%,0.0%,,55.0%,35.0%,10.0%
610279,2015,ELA/Literacy Grade 5,46,,737,4.3%,15.2%,56.5%,23.9%,0.0%,23.9%,44,,39.1%,19.6%,41.3%,,32.6%,30.4%,37.0%,,34.8%,21.7%,43.5%,32,,21.7%,37.0%,41.3%,,13.0%,39.1%,47.8%
610281,2015,ELA/Literacy Grade 5,47,,737,12.8%,17.0%,34.0%,36.2%,0.0%,36.2%,43,,40.4%,27.7%,31.9%,,36.2%,25.5%,38.3%,,34.0%,23.4%,42.6%,32,,25.5%,23.4%,51.1%,,19.1%,27.7%,53.2%
610282,2015,ELA/Literacy Grade 5,26,,702,46.2%,50.0%,3.8%,0.0%,0.0%,0.0%,32,,65.4%,26.9%,7.7%,,80.8%,19.2%,0.0%,,69.2%,26.9%,3.8%,21,,84.6%,15.4%,0.0%,,84.6%,15.4%,0.0%
610287,2015,ELA/Literacy Grade 5,52,,734,15.4%,19.2%,34.6%,28.8%,1.9%,30.8%,43,,23.1%,40.4%,36.5%,,38.5%,28.8%,32.7%,,38.5%,28.8%,32.7%,31,,38.5%,19.2%,42.3%,,30.8%,32.7%,36.5%
610290,2015,ELA/Literacy Grade 5,36,,728,11.1%,30.6%,41.7%,16.7%,0.0%,16.7%,39,,38.9%,38.9%,22.2%,,44.4%,36.1%,19.4%,,36.1%,41.7%,22.2%,31,,38.9%,27.8%,33.3%,,25.0%,36.1%,38.9%
610291,2015,ELA/Literacy Grade 5,93,,745,1.1%,21.5%,39.8%,34.4%,3.2%,37.6%,46,,32.3%,33.3%,34.4%,,23.7%,36.6%,39.8%,,25.8%,29.0%,45.2%,36,,16.1%,38.7%,45.2%,,10.8%,36.6%,52.7%
610293,2015,ELA/Literacy Grade 5,51,,713,23.5%,47.1%,23.5%,5.9%,0.0%,5.9%,36,,56.9%,27.5%,15.7%,,66.7%,27.5%,5.9%,,52.9%,25.5%,21.6%,24,,72.5%,23.5%,3.9%,,56.9%,31.4%,11.8%
610295,2015,ELA/Literacy Grade 5,28,,732,17.9%,14.3%,28.6%,39.3%,0.0%,39.3%,42,,35.7%,28.6%,35.7%,,42.9%,28.6%,28.6%,,42.9%,21.4%,35.7%,30,,35.7%,25.0%,39.3%,,35.7%,35.7%,28.6%
610298,2015,ELA/Literacy Grade 5,26,,787,0.0%,0.0%,0.0%,65.4%,34.6%,100.0%,65,,0.0%,3.8%,96.2%,,0.0%,0.0%,100.0%,,0.0%,7.7%,92.3%,43,,3.8%,7.7%,88.5%,,0.0%,7.7%,92.3%
610299,2015,ELA/Literacy Grade 5,13,,720,23.1%,38.5%,23.1%,15.4%,0.0%,15.4%,39,,30.8%,53.8%,15.4%,,61.5%,15.4%,23.1%,,30.8%,38.5%,30.8%,24,,69.2%,23.1%,7.7%,,53.8%,30.8%,15.4%
610300,2015,ELA/Literacy Grade 5,28,,717,17.9%,46.4%,21.4%,14.3%,0.0%,14.3%,36,,50.0%,32.1%,17.9%,,57.1%,32.1%,10.7%,,60.7%,25.0%,14.3%,26,,53.6%,28.6%,17.9%,,46.4%,35.7%,17.9%
610305,2015,ELA/Literacy Grade 5,57,,716,22.8%,42.1%,21.1%,14.0%,0.0%,14.0%,36,,50.9%,38.6%,10.5%,,61.4%,21.1%,17.5%,,71.9%,8.8%,19.3%,26,,56.1%,28.1%,15.8%,,52.6%,33.3%,14.0%
610312,2015,ELA/Literacy Grade 5,27,,740,3.7%,25.9%,33.3%,33.3%,3.7%,37.0%,45,,29.6%,18.5%,51.9%,,37.0%,40.7%,22.2%,,18.5%,33.3%,48.1%,33,,22.2%,37.0%,40.7%,,11.1%,48.1%,40.7%
610313,2015,ELA/Literacy Grade 5,69,,728,17.4%,33.3%,26.1%,23.2%,0.0%,23.2%,41,,53.6%,20.3%,26.1%,,44.9%,31.9%,23.2%,,44.9%,15.9%,39.1%,29,,43.5%,30.4%,26.1%,,30.4%,33.3%,36.2%
610315,2015,ELA/Literacy Grade 5,13,,711,46.2%,23.1%,15.4%,15.4%,0.0%,15.4%,36,,46.2%,23.1%,30.8%,,61.5%,23.1%,15.4%,,53.8%,30.8%,15.4%,23,,84.6%,7.7%,7.7%,,69.2%,23.1%,7.7%
610316,2015,ELA/Literacy Grade 5,30,,757,6.7%,10.0%,13.3%,63.3%,6.7%,70.0%,52,,13.3%,26.7%,60.0%,,13.3%,26.7%,60.0%,,16.7%,6.7%,76.7%,36,,16.7%,16.7%,66.7%,,16.7%,10.0%,73.3%
610317,2015,ELA/Literacy Grade 5,66,,729,10.6%,30.3%,36.4%,22.7%,0.0%,22.7%,41,,47.0%,27.3%,25.8%,,31.8%,43.9%,24.2%,,50.0%,18.2%,31.8%,30,,47.0%,30.3%,22.7%,,34.8%,36.4%,28.8%
610325,2015,ELA/Literacy Grade 5,91,,737,6.6%,29.7%,34.1%,28.6%,1.1%,29.7%,43,,39.6%,22.0%,38.5%,,33.0%,36.3%,30.8%,,31.9%,26.4%,41.8%,33,,33.0%,34.1%,33.0%,,28.6%,30.8%,40.7%
610329,2015,ELA/Literacy Grade 5,31,,765,0.0%,3.2%,22.6%,64.5%,9.7%,74.2%,54,,12.9%,29.0%,58.1%,,3.2%,35.5%,61.3%,,6.5%,32.3%,61.3%,40,,3.2%,6.5%,90.3%,,3.2%,9.7%,87.1%
610339,2015,ELA/Literacy Grade 5,43,,718,25.6%,46.5%,9.3%,18.6%,0.0%,18.6%,37,,53.5%,27.9%,18.6%,,60.5%,23.3%,16.3%,,60.5%,16.3%,23.3%,25,,62.8%,18.6%,18.6%,,55.8%,27.9%,16.3%
610342,2015,ELA/Literacy Grade 5,23,,728,13.0%,26.1%,34.8%,26.1%,0.0%,26.1%,42,,52.2%,13.0%,34.8%,,26.1%,34.8%,39.1%,,52.2%,13.0%,34.8%,29,,47.8%,34.8%,17.4%,,34.8%,47.8%,17.4%
610345,2015,ELA/Literacy Grade 5,30,,713,30.0%,36.7%,23.3%,10.0%,0.0%,10.0%,36,,63.3%,16.7%,20.0%,,50.0%,36.7%,13.3%,,63.3%,10.0%,26.7%,23,,73.3%,23.3%,3.3%,,53.3%,36.7%,10.0%
610347,2015,ELA/Literacy Grade 5,40,,717,22.5%,40.0%,35.0%,2.5%,0.0%,2.5%,38,,50.0%,27.5%,22.5%,,50.0%,30.0%,20.0%,,57.5%,22.5%,20.0%,24,,62.5%,30.0%,7.5%,,62.5%,27.5%,10.0%
610350,2015,ELA/Literacy Grade 5,52,,727,15.4%,26.9%,40.4%,17.3%,0.0%,17.3%,41,,44.2%,23.1%,32.7%,,51.9%,32.7%,15.4%,,30.8%,19.2%,50.0%,29,,48.1%,28.8%,23.1%,,34.6%,26.9%,38.5%
610352,2015,ELA/Literacy Grade 5,56,,740,8.9%,12.5%,39.3%,39.3%,0.0%,39.3%,45,,23.2%,35.7%,41.1%,,25.0%,33.9%,41.1%,,28.6%,30.4%,41.1%,33,,21.4%,30.4%,48.2%,,19.6%,25.0%,55.4%
610353,2015,ELA/Literacy Grade 5,81,,725,17.3%,30.9%,30.9%,21.0%,0.0%,21.0%,39,,50.6%,28.4%,21.0%,,39.5%,39.5%,21.0%,,39.5%,27.2%,33.3%,29,,50.6%,18.5%,30.9%,,37.0%,32.1%,30.9%
610354,2015,ELA/Literacy Grade 5,33,,735,6.1%,30.3%,39.4%,24.2%,0.0%,24.2%,44,,27.3%,39.4%,33.3%,,39.4%,39.4%,21.2%,,24.2%,30.3%,45.5%,31,,36.4%,33.3%,30.3%,,18.2%,45.5%,36.4%
610355,2015,ELA/Literacy Grade 5,34,,739,5.9%,17.6%,47.1%,29.4%,0.0%,29.4%,44,,32.4%,29.4%,38.2%,,26.5%,38.2%,35.3%,,35.3%,38.2%,26.5%,33,,26.5%,26.5%,47.1%,,11.8%,41.2%,47.1%
610362,2015,ELA/Literacy Grade 5,32,,732,9.4%,37.5%,31.3%,18.8%,3.1%,21.9%,41,,50.0%,25.0%,25.0%,,40.6%,25.0%,34.4%,,50.0%,15.6%,34.4%,32,,37.5%,31.3%,31.3%,,21.9%,46.9%,31.3%
610363,2015,ELA/Literacy Grade 5,158,,756,5.1%,10.1%,25.3%,53.2%,6.3%,59.5%,53,,15.8%,18.4%,65.8%,,16.5%,21.5%,62.0%,,15.8%,20.9%,63.3%,36,,20.3%,23.4%,56.3%,,15.8%,25.9%,58.2%
610364,2015,ELA/Literacy Grade 5,24,,720,20.8%,37.5%,20.8%,20.8%,0.0%,20.8%,38,,50.0%,25.0%,25.0%,,45.8%,29.2%,25.0%,,58.3%,12.5%,29.2%,28,,62.5%,16.7%,20.8%,,37.5%,33.3%,29.2%
610366,2015,ELA/Literacy Grade 5,14,,735,21.4%,14.3%,21.4%,42.9%,0.0%,42.9%,42,,42.9%,7.1%,50.0%,,42.9%,14.3%,42.9%,,35.7%,7.1%,57.1%,33,,35.7%,28.6%,35.7%,,14.3%,42.9%,42.9%
610367,2015,ELA/Literacy Grade 5,63,,718,17.5%,42.9%,28.6%,11.1%,0.0%,11.1%,37,,54.0%,30.2%,15.9%,,55.6%,33.3%,11.1%,,60.3%,25.4%,14.3%,26,,57.1%,25.4%,17.5%,,50.8%,27.0%,22.2%
610368,2015,ELA/Literacy Grade 5,38,,718,26.3%,34.2%,26.3%,13.2%,0.0%,13.2%,38,,52.6%,28.9%,18.4%,,52.6%,31.6%,15.8%,,47.4%,26.3%,26.3%,24,,65.8%,18.4%,15.8%,,57.9%,28.9%,13.2%
610369,2015,ELA/Literacy Grade 5,30,,716,20.0%,50.0%,16.7%,13.3%,0.0%,13.3%,35,,63.3%,13.3%,23.3%,,50.0%,40.0%,10.0%,,60.0%,20.0%,20.0%,28,,53.3%,26.7%,20.0%,,36.7%,36.7%,26.7%
610396,2015,ELA/Literacy Grade 5,115,,740,5.2%,23.5%,34.8%,35.7%,0.9%,36.5%,44,,36.5%,27.0%,36.5%,,29.6%,36.5%,33.9%,,34.8%,23.5%,41.7%,34,,23.5%,27.8%,48.7%,,20.9%,32.2%,47.0%
610405,2015,ELA/Literacy Grade 5,19,,732,21.1%,10.5%,36.8%,31.6%,0.0%,31.6%,41,,36.8%,26.3%,36.8%,,42.1%,36.8%,21.1%,,31.6%,36.8%,31.6%,31,,31.6%,21.1%,47.4%,,26.3%,15.8%,57.9%
610503,2015,ELA/Literacy Grade 5,26,,753,0.0%,11.5%,30.8%,53.8%,3.8%,57.7%,49,,7.7%,50.0%,42.3%,,11.5%,30.8%,57.7%,,15.4%,30.8%,53.8%,37,,11.5%,26.9%,61.5%,,7.7%,34.6%,57.7%
610515,2015,ELA/Literacy Grade 5,46,,762,4.3%,8.7%,17.4%,63.0%,6.5%,69.6%,55,,10.9%,26.1%,63.0%,,19.6%,8.7%,71.7%,,6.5%,30.4%,63.0%,37,,10.9%,17.4%,71.7%,,13.0%,17.4%,69.6%
610520,2015,ELA/Literacy Grade 5,54,,767,0.0%,3.7%,16.7%,70.4%,9.3%,79.6%,55,,3.7%,18.5%,77.8%,,9.3%,24.1%,66.7%,,11.1%,18.5%,70.4%,40,,0.0%,16.7%,83.3%,,1.9%,11.1%,87.0%
610521,2015,ELA/Literacy Grade 5,32,,736,3.1%,37.5%,28.1%,31.3%,0.0%,31.3%,41,,40.6%,40.6%,18.8%,,43.8%,31.3%,25.0%,,34.4%,21.9%,43.8%,34,,18.8%,34.4%,46.9%,,15.6%,40.6%,43.8%
610523,2015,ELA/Literacy Grade 5,63,,762,1.6%,7.9%,17.5%,65.1%,7.9%,73.0%,53,,11.1%,22.2%,66.7%,,12.7%,14.3%,73.0%,,12.7%,23.8%,63.5%,38,,11.1%,15.9%,73.0%,,7.9%,19.0%,73.0%
610530,2015,ELA/Literacy Grade 5,43,,725,25.6%,25.6%,30.2%,18.6%,0.0%,18.6%,39,,48.8%,20.9%,30.2%,,53.5%,32.6%,14.0%,,46.5%,27.9%,25.6%,29,,41.9%,34.9%,23.3%,,34.9%,46.5%,18.6%
610533,2015,ELA/Literacy Grade 5,46,,733,6.5%,39.1%,26.1%,26.1%,2.2%,28.3%,41,,45.7%,28.3%,26.1%,,34.8%,34.8%,30.4%,,34.8%,28.3%,37.0%,32,,32.6%,34.8%,32.6%,,21.7%,30.4%,47.8%
610534,2015,ELA/Literacy Grade 5,58,,794,0.0%,1.7%,3.4%,55.2%,39.7%,94.8%,66,,0.0%,3.4%,96.6%,,0.0%,5.2%,94.8%,,3.4%,6.9%,89.7%,44,,3.4%,6.9%,89.7%,,1.7%,6.9%,91.4%
610539,2015,ELA/Literacy Grade 5,85,,740,10.6%,16.5%,36.5%,35.3%,1.2%,36.5%,44,,30.6%,31.8%,37.6%,,24.7%,41.2%,34.1%,,32.9%,27.1%,40.0%,33,,32.9%,18.8%,48.2%,,23.5%,24.7%,51.8%
610541,2015,ELA/Literacy Grade 5,91,,732,18.7%,19.8%,30.8%,29.7%,1.1%,30.8%,42,,44.0%,25.3%,30.8%,,35.2%,30.8%,34.1%,,39.6%,27.5%,33.0%,30,,41.8%,22.0%,36.3%,,34.1%,27.5%,38.5%
610542,2015,ELA/Literacy Grade 5,56,,754,3.6%,10.7%,26.8%,55.4%,3.6%,58.9%,49,,23.2%,17.9%,58.9%,,25.0%,23.2%,51.8%,,28.6%,21.4%,50.0%,37,,12.5%,23.2%,64.3%,,7.1%,26.8%,66.1%
610544,2015,ELA/Literacy Grade 5,95,,747,3.2%,17.9%,35.8%,42.1%,1.1%,43.2%,46,,27.4%,31.6%,41.1%,,23.2%,37.9%,38.9%,,26.3%,22.1%,51.6%,36,,20.0%,23.2%,56.8%,,7.4%,25.3%,67.4%
610548,2015,ELA/Literacy Grade 5,49,,775,0.0%,2.0%,20.4%,57.1%,20.4%,77.6%,58,,2.0%,24.5%,73.5%,,4.1%,8.2%,87.8%,,6.1%,22.4%,71.4%,41,,8.2%,14.3%,77.6%,,6.1%,10.2%,83.7%
610559,2015,ELA/Literacy Grade 5,184,,729,12.5%,30.4%,35.3%,21.7%,0.0%,21.7%,41,,47.8%,25.5%,26.6%,,42.9%,28.3%,28.8%,,38.0%,26.6%,35.3%,30,,43.5%,32.1%,24.5%,,27.2%,40.2%,32.6%
,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400009,2015,ELA/Literacy Grade 6,31,,726,19.4%,38.7%,19.4%,22.6%,0.0%,22.6%,40,,38.7%,32.3%,29.0%,,48.4%,29.0%,22.6%,,54.8%,22.6%,22.6%,29,,45.2%,38.7%,16.1%,,29.0%,48.4%,22.6%
400011,2015,ELA/Literacy Grade 6,49,,744,4.1%,12.2%,36.7%,44.9%,2.0%,46.9%,47,,26.5%,26.5%,46.9%,,30.6%,28.6%,40.8%,,26.5%,32.7%,40.8%,34,,16.3%,32.7%,51.0%,,16.3%,24.5%,59.2%
400012,2015,ELA/Literacy Grade 6,39,,701,53.8%,28.2%,12.8%,5.1%,0.0%,5.1%,33,,71.8%,20.5%,7.7%,,74.4%,20.5%,5.1%,,61.5%,23.1%,15.4%,17,,84.6%,12.8%,2.6%,,82.1%,12.8%,5.1%
400017,2015,ELA/Literacy Grade 6,128,,726,14.8%,37.5%,31.3%,16.4%,0.0%,16.4%,40,,53.1%,26.6%,20.3%,,45.3%,30.5%,24.2%,,52.3%,28.9%,18.8%,30,,32.8%,37.5%,29.7%,,34.4%,41.4%,24.2%
400019,2015,ELA/Literacy Grade 6,39,,726,7.7%,41.0%,38.5%,12.8%,0.0%,12.8%,40,,48.7%,38.5%,12.8%,,38.5%,43.6%,17.9%,,48.7%,35.9%,15.4%,29,,41.0%,43.6%,15.4%,,33.3%,46.2%,20.5%
400020,2015,ELA/Literacy Grade 6,36,,711,27.8%,38.9%,27.8%,5.6%,0.0%,5.6%,35,,61.1%,22.2%,16.7%,,61.1%,27.8%,11.1%,,75.0%,16.7%,8.3%,24,,52.8%,44.4%,2.8%,,69.4%,25.0%,5.6%
400021,2015,ELA/Literacy Grade 6,57,,719,24.6%,29.8%,29.8%,15.8%,0.0%,15.8%,38,,43.9%,31.6%,24.6%,,56.1%,31.6%,12.3%,,57.9%,24.6%,17.5%,27,,49.1%,26.3%,24.6%,,43.9%,33.3%,22.8%
400023,2015,ELA/Literacy Grade 6,24,,735,8.3%,20.8%,41.7%,29.2%,0.0%,29.2%,43,,29.2%,33.3%,37.5%,,41.7%,41.7%,16.7%,,37.5%,29.2%,33.3%,32,,20.8%,45.8%,33.3%,,16.7%,37.5%,45.8%
400024,2015,ELA/Literacy Grade 6,56,,731,14.3%,26.8%,35.7%,21.4%,1.8%,23.2%,41,,46.4%,25.0%,28.6%,,33.9%,35.7%,30.4%,,42.9%,21.4%,35.7%,31,,35.7%,28.6%,35.7%,,33.9%,33.9%,32.1%
400025,2015,ELA/Literacy Grade 6,80,,731,8.8%,27.5%,40.0%,23.8%,0.0%,23.8%,42,,33.8%,38.8%,27.5%,,35.0%,36.3%,28.8%,,40.0%,31.3%,28.8%,30,,32.5%,38.8%,28.8%,,21.3%,38.8%,40.0%
400027,2015,ELA/Literacy Grade 6,80,,753,2.5%,7.5%,31.3%,53.8%,5.0%,58.8%,52,,11.3%,28.8%,60.0%,,12.5%,31.3%,56.3%,,13.8%,26.3%,60.0%,35,,16.3%,32.5%,51.3%,,8.8%,27.5%,63.8%
